iface,filename,bytes,mtime_utc,first_pkt_epoch,first_pkt_utc,last_pkt_epoch,last_pkt_utc,pkts_estimate
tap725b1265-d7,tap725b1265-d7_20260313_094600Z_120s.pcap,350029,2026-03-13T09:48:00Z,1773395160.713100,2026-03-13T09:46:00Z,1773395280.127878,2026-03-13T09:48:00Z,2916
tap725b1265-d7,tap725b1265-d7_20260313_094800Z_120s.pcap,354847,2026-03-13T09:50:00Z,1773395280.713092,2026-03-13T09:48:00Z,1773395399.409541,2026-03-13T09:49:59Z,2957
tap725b1265-d7,tap725b1265-d7_20260313_095000Z_120s.pcap,359861,2026-03-13T09:52:00Z,1773395400.713988,2026-03-13T09:50:00Z,1773395520.334305,2026-03-13T09:52:00Z,2998
tap725b1265-d7,tap725b1265-d7_20260313_095200Z_120s.pcap,355493,2026-03-13T09:54:00Z,1773395520.789395,2026-03-13T09:52:00Z,1773395640.062778,2026-03-13T09:54:00Z,2962
tap725b1265-d7,tap725b1265-d7_20260313_095400Z_120s.pcap,350771,2026-03-13T09:56:00Z,1773395640.984369,2026-03-13T09:54:00Z,1773395760.712531,2026-03-13T09:56:00Z,2923
tap725b1265-d7,tap725b1265-d7_20260313_095601Z_120s.pcap,353884,2026-03-13T09:58:00Z,1773395761.885958,2026-03-13T09:56:01Z,1773395880.763000,2026-03-13T09:58:00Z,2949
tap725b1265-d7,tap725b1265-d7_20260313_095801Z_120s.pcap,351141,2026-03-13T10:00:01Z,1773395881.710195,2026-03-13T09:58:01Z,1773396000.751540,2026-03-13T10:00:00Z,2926
tap725b1265-d7,tap725b1265-d7_20260313_100001Z_120s.pcap,353200,2026-03-13T10:02:01Z,1773396001.448229,2026-03-13T10:00:01Z,1773396121.182740,2026-03-13T10:02:01Z,2943
tap725b1265-d7,tap725b1265-d7_20260313_100201Z_120s.pcap,344571,2026-03-13T10:03:59Z,1773396122.225627,2026-03-13T10:02:02Z,1773396240.288486,2026-03-13T10:04:00Z,2871
tap95f02918-fc,tap95f02918-fc_20260313_090757Z_120s.pcap,110,2026-03-13T09:08:13Z,1773392892.909478,2026-03-13T09:08:12Z,1773392892.909478,2026-03-13T09:08:12Z,0
tap95f02918-fc,tap95f02918-fc_20260313_090957Z_120s.pcap,24,2026-03-13T09:09:57Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_091157Z_120s.pcap,24,2026-03-13T09:11:57Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_091357Z_120s.pcap,24,2026-03-13T09:13:57Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_091557Z_120s.pcap,24,2026-03-13T09:15:58Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_091758Z_120s.pcap,24,2026-03-13T09:17:58Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_091958Z_120s.pcap,24,2026-03-13T09:19:58Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_092158Z_120s.pcap,110,2026-03-13T09:23:18Z,1773393798.327926,2026-03-13T09:23:18Z,1773393798.327926,2026-03-13T09:23:18Z,0
tap95f02918-fc,tap95f02918-fc_20260313_092358Z_120s.pcap,24,2026-03-13T09:23:58Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_092558Z_120s.pcap,24,2026-03-13T09:25:58Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_092758Z_120s.pcap,24,2026-03-13T09:27:59Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_092959Z_120s.pcap,468,2026-03-13T09:31:50Z,1773394305.103997,2026-03-13T09:31:45Z,1773394310.636986,2026-03-13T09:31:50Z,3
tap95f02918-fc,tap95f02918-fc_20260313_093159Z_120s.pcap,24,2026-03-13T09:31:59Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_093359Z_120s.pcap,24,2026-03-13T09:33:59Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_093559Z_120s.pcap,24,2026-03-13T09:35:59Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_093759Z_120s.pcap,24,2026-03-13T09:37:59Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_093959Z_120s.pcap,24,2026-03-13T09:39:59Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_094159Z_120s.pcap,24,2026-03-13T09:42:00Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_094400Z_120s.pcap,243,2026-03-13T09:45:08Z,1773395108.697518,2026-03-13T09:45:08Z,1773395108.697518,2026-03-13T09:45:08Z,2
tap95f02918-fc,tap95f02918-fc_20260313_094600Z_120s.pcap,24,2026-03-13T09:46:00Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_094800Z_120s.pcap,24,2026-03-13T09:48:00Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_095000Z_120s.pcap,24,2026-03-13T09:50:00Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_095200Z_120s.pcap,24,2026-03-13T09:52:00Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_095400Z_120s.pcap,24,2026-03-13T09:54:00Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_095601Z_120s.pcap,24,2026-03-13T09:56:01Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_095801Z_120s.pcap,24,2026-03-13T09:58:01Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_100001Z_120s.pcap,24,2026-03-13T10:00:01Z,,,,,0
tap95f02918-fc,tap95f02918-fc_20260313_100201Z_120s.pcap,24,2026-03-13T10:02:01Z,,,,,0
